id,TARGET
EK202310219800,141.8
EK202310184495,154.95
EK202310119316,125.6
EK202310180007,171.95
EK202310199156,126.75
EK202310177234,158.3
EK202310226743,139.2
EK202310189141,130.2
EK202320006005,152.7
EK202310227823,136.9
EK202310174022,162.75
EK202310134374,137.85
EK202310200180,124.1
EK202310161433,153.35
EK202310121700,132.3
EK202310237451,129.45
EK202310192827,134.85
EK202310160428,156.05
EK202310205223,135.65
EK202310111659,148.2
EK202310218773,138.95
EK202310161247,141.9
EK202310109618,145.2
EK202310155619,136.2
EK202310135096,172.25
EK202310188704,154.4
EK202310198311,166.55
EK202310138345,129.6
EK202310187653,135.85
EK202310223676,168.8
EK202310165688,130.8
EK202310104779,144.4
EK202320007241,151.35
EK202310247012,125.6
EK202310115649,135.65
EK202310158687,132.6
EK202310139898,141.9
EK202310183012,150.85
EK202310189323,160.0
EK202310236084,133.4
EK202310187745,154.45
EK202310213754,145.5
EK202310207691,132.35
EK202310213360,137.0
EK202310134511,122.8
EK202310162421,142.95
EK202310137854,136.3
EK202310150901,144.7
EK202310114810,127.45
EK202310110564,134.3
EK202310188498,120.45
EK202310122137,140.6
EK202310234827,134.95
EK202310123845,166.4
EK202310117679,137.4
EK202310226733,146.45
EK202310146806,136.2
EK202310186532,146.3
EK202310198523,129.2
EK202310169242,132.8
EK202310189605,170.65
EK202310177460,146.05
EK202310156053,153.2
EK202310138997,137.25
EK202310231114,137.0
EK202310147763,139.55
EK202310119709,146.4
EK202310121129,164.0
EK202310137901,128.4
EK202310144077,144.0
EK202310110337,131.8
EK202310184408,133.25
EK202310215841,127.3
EK202310157214,161.35
EK202310193140,138.25
EK202310216105,135.05
EK202310246420,136.05
EK202310118424,133.9
EK202310144290,123.7
EK202310236171,137.3
EK202310161913,151.95
EK202310116195,143.25
EK202310140252,151.3
EK202310238025,158.75
EK202310146861,124.35
EK202310125756,131.85
EK202310211082,135.05
EK202310202590,126.3
EK202310212292,138.3
EK202310151188,148.45
EK202310186431,165.3
EK202310197054,150.2
EK202310229535,124.9
EK202310237693,129.2
EK202310127899,141.15
EK202310125513,139.45
EK202310143417,155.75
EK202310114922,152.2
EK202310185011,145.1
EK202310157380,141.95
EK202310242841,125.9
EK202310128764,105.55
EK202310160302,126.6
EK202310132265,123.6
EK202310142152,132.15
EK202310184138,143.5
EK202310218922,172.3
EK202310105732,127.25
EK202310202421,126.55
EK202310204745,144.65
EK202310231651,135.25
EK202310206373,149.5
EK202310231327,133.6
EK202310129440,138.05
EK202310229405,144.45
EK202310233561,134.4
EK202310141433,146.85
EK202310164651,154.05
EK202310201935,131.0
EK202310184574,123.65
EK202310223915,151.5
EK202310200908,170.2
EK202310128941,151.85
EK202310186952,136.3
EK202310193974,153.5
EK202310169879,169.35
EK202310172093,139.7
EK202310184529,131.1
EK202310230089,143.75
EK202310181118,155.1
EK202310204225,135.8
EK202310112100,167.9
EK202310222373,161.4
EK202310182126,153.6
EK202310169072,144.65
EK202310203100,185.6
EK202310228065,151.2
EK202310003374,134.55
EK202310231993,144.45
EK202310166999,130.35
EK202310113561,147.45
EK202310150384,134.35
EK202310204151,138.3
EK202310243179,162.6
EK202310229664,152.45
EK202310214850,136.45
EK202310203348,146.4
EK202310146725,137.75
EK202310134763,130.95
EK202310145729,159.65
EK202310246535,128.35
EK202310141577,122.45
EK202310216160,134.0
EK202310116782,139.9
EK202310211327,149.45
EK202310204090,138.1
EK202310175898,149.5
EK202310226259,145.1
EK202310151274,150.5
EK202310154215,148.35
EK202310174277,149.15
EK202320006496,151.9
EK202310141969,148.85
EK202320005622,134.9
EK202310157093,163.25
EK202310139909,129.35
EK202310209908,129.45
EK202310218730,132.65
EK202310229718,133.0
EK202310111615,141.25
EK202310138168,126.25
EK202310162118,155.05
EK202310164185,134.0
EK202310123341,137.45
EK202310154152,128.1
EK202310169662,152.35
EK202310195289,147.15
EK202310247758,173.85
EK202310223580,150.15
EK202310104690,139.85
EK202310234439,128.75
EK202310225052,166.85
EK202310139674,167.25
EK202310186662,138.2
EK202310198339,151.2
EK202310219978,139.3
EK202310205279,145.1
EK202310241147,153.05
EK202310225981,157.5
EK202310168112,151.6
EK202310226106,131.3
EK202310116095,136.45
EK202310114593,140.0
EK202310175636,131.2
EK202310117905,140.2
EK202310200614,157.8
EK202310137390,140.15
EK202310196458,128.7
EK202310212839,149.25
EK202310149449,143.4
EK202310172721,137.1
EK202310133382,121.1
EK202310171991,150.3
EK202310178147,145.8
EK202310210822,130.8
EK202310169958,143.55
EK202310216612,133.0
EK202310190351,145.45
EK202310128333,133.1
EK202310156052,152.2
EK202310207300,129.4
EK202310148098,138.4
EK202310236834,139.85
EK202310206502,140.95
EK202310232490,134.25
EK202310115920,131.05
EK202310155557,134.25
EK202310118792,160.25
EK202310213449,139.1
EK202310157956,140.6
EK202310202461,144.1
EK202310210080,151.0
EK202310123713,149.55
EK202310138636,141.6
EK202310197194,142.6
EK202310136131,188.6
EK202310194280,133.4
EK202310144073,170.55
EK202310196767,152.55
EK202310152659,134.75
EK202310119318,126.1
EK202310175079,145.0
EK202310246973,139.55
EK202310177069,133.7
EK202310228915,133.7
EK202310237967,127.35
EK202310004766,129.85
EK202310197580,183.6
EK202310163370,142.55
EK202310126258,124.45
EK202320006245,162.2
EK202310214455,134.25
EK202310225077,172.5
EK202310121345,125.95
EK202310118753,125.15
EK202310209148,147.1
EK202310235651,130.8
EK202310195584,174.7
EK202310131541,147.15
EK202310167958,164.9
EK202310232848,132.75
EK202310112373,135.9
EK202310247588,159.85
EK202310124781,132.55
EK202310187345,185.85
EK202310117200,145.15
EK202310103838,129.45
EK202310123310,149.55
EK202310193567,162.2
EK202310176987,149.75
EK202310217483,127.85
EK202310219653,133.3
EK202310189258,148.3
EK202310213235,144.45
EK202310148485,140.45
EK202310243846,137.4
EK202310157685,132.1
EK202310228217,168.75
EK202310167414,159.6
EK202310116553,135.1
EK202310154306,143.95
EK202310218246,140.9
EK202310214924,155.95
EK202310124301,130.2
EK202310132969,126.4
EK202310116665,127.4
EK202310126109,164.45
EK202310246626,146.05
EK202310165655,126.75
EK202310222900,140.3
EK202310183920,152.9
EK202310188655,136.0
EK202310140837,137.8
EK202310110105,118.7
EK202310166926,160.65
EK202310222571,148.9
EK202310130862,152.2
EK202310159918,138.05
EK202310191732,169.25
EK202310154430,139.55
EK202310209379,137.85
EK202310242826,165.45
EK202310127621,144.1
EK202310144269,129.85
EK202310168554,168.2
EK202310225096,123.85
EK202310004191,128.5
EK202310198832,143.05
EK202310166122,155.55
EK202310197812,185.45
EK202310173577,133.45
EK202310107780,142.25
EK202310200080,151.6
EK202310244832,146.35
EK202310153701,151.4
EK202310248897,156.4
EK202310238758,144.45
EK202310180956,162.65
EK202310133597,186.75
EK202310165926,135.5
EK202310113563,145.75
EK202310219177,130.3
EK202310215546,151.2
EK202310239803,137.3
EK202310170081,125.9
EK202310206625,140.9
EK202310104069,142.2
EK202310186393,163.45
EK202310173267,132.7
EK202310110426,141.05
EK202310164765,130.8
EK202310158220,136.95
EK202310168816,155.7
EK202310204071,148.85
EK202310157259,147.65
EK202310156843,138.8
EK202310223529,149.15
EK202310149961,149.9
EK202310108241,135.2
EK202310168245,146.9
EK202310191021,139.75
EK202310165776,148.35
EK202310172874,128.95
EK202310163779,144.45
EK202310188731,145.65
EK202310105850,139.65
EK202310129025,150.8
EK202310122251,144.55
EK202310233739,129.8
EK202310145467,138.05
EK202310125541,129.15
EK202310128736,141.45
EK202310157339,170.1
EK202310204674,171.05
EK202310199931,132.9
EK202310159776,149.55
EK202310233618,170.9
EK202310209554,154.05
EK202310147590,143.25
EK202310233558,125.9
EK202310141475,136.75
EK202310192184,161.1
EK202310121465,127.25
EK202310144674,158.75
EK202310225145,154.8
EK202310211862,130.6
EK202310218476,130.2
EK202310227106,180.9
EK202310184475,133.05
EK202310132027,138.45
EK202310134826,139.1
EK202310182784,129.35
EK202310236142,124.75
EK202310215997,186.7
EK202310218885,133.85
EK202310189497,150.35
EK202310242392,141.25
EK202310139831,125.3
EK202310159899,118.65
EK202320007536,147.25
EK202310205864,145.3
EK202310205412,139.35
EK202310178623,144.15
EK202310144137,133.65
EK202310156851,156.4
EK202310200692,145.6
EK202310221442,133.35
EK202310225402,138.3
EK202310128314,164.8
EK202310135585,153.85
EK202310230304,167.9
EK202310106564,141.45
EK202310195276,126.85
EK202310168561,139.05
EK202310238035,156.1
EK202310210412,130.3
EK202310193015,136.85
EK202310160429,152.8
EK202310203227,146.1
EK202310144260,128.5
EK202310231994,142.15
EK202310169556,145.75
EK202310112231,152.1
EK202310179305,128.75
EK202310111693,125.4
EK202310163778,138.1
EK202310197562,179.1
EK202310147780,135.55
EK202310165497,174.6
EK202310191527,126.3
EK202310106149,141.65
EK202310179787,125.05
EK202310247018,157.9
EK202310177578,152.3
EK202310138872,168.75
EK202310204378,131.5
EK202310146296,136.6
EK202310110160,141.3
EK202310179095,155.35
EK202310220481,123.15
EK202310227227,152.25
EK202310234336,171.0
EK202310145809,130.9
EK202310209306,137.65
EK202310225649,129.3
EK202310226704,146.65
EK202310157072,153.4
EK202310121530,142.25
EK202310165600,135.25
EK202310197233,130.85
EK202310184332,129.45
EK202310143743,134.0
EK202310154640,148.2
EK202310158286,130.9
EK202310123880,146.8
EK202310182423,148.55
EK202310124053,129.4
EK202310206144,138.0
EK202310140890,145.15
EK202310127015,135.6
EK202310134941,144.0
EK202310119304,147.8
EK202310212796,144.0
EK202310108377,121.7
EK202310174180,133.95
EK202310239157,160.85
EK202310216632,136.65
EK202310172285,137.2
EK202310150279,164.25
EK202310186491,124.3
EK202310197932,157.35
EK202310120172,143.8
EK202310216664,153.1
EK202320006884,155.05
EK202310178918,147.05
EK202310144935,141.95
EK202310141510,139.0
EK202310216762,126.8
EK202310106406,132.7
EK202310111996,115.65
EK202310208681,152.85
EK202310226247,130.05
EK202310113253,159.2
EK202310122999,147.5
EK202310155079,159.6
EK202310160222,122.6
EK202310210742,130.6
EK202310156801,168.5
EK202310159360,149.95
EK202310180024,118.2
EK202310213928,144.55
EK202310152334,156.6
EK202310245937,135.95
EK202310164808,160.4
EK202310146870,124.4
EK202310163950,145.7
EK202310195716,134.0
EK202310150305,155.0
EK202310229713,126.4
EK202310188916,159.1
EK202310121395,138.4
EK202310160376,148.1
EK202310244651,144.45
EK202310150169,131.65
EK202310110958,137.8
EK202310143966,137.6
EK202310221741,150.65
EK202310187012,141.85
EK202310193822,189.2
EK202310172094,139.9
EK202310178633,149.65
EK202310117674,152.75
EK202310133805,145.25
EK202310180948,160.15
EK202310203849,142.65
EK202310149491,174.95
EK202310216830,160.95
EK202310229432,136.4
EK202310109652,136.4
EK202310181925,144.2
EK202310196245,144.7
EK202310248098,149.55
EK202310183221,151.65
EK202310196195,172.85
EK202310197137,144.4
EK202310110247,127.2
EK202310144126,136.4
EK202310156911,167.35
EK202310224215,139.45
EK202310236337,143.7
EK202310188431,136.55
EK202310137114,156.3
EK202310115030,133.85
EK202310117460,134.55
EK202310162361,153.4
EK202310130281,169.5
EK202310148428,166.5
EK202310163311,134.35
EK202310145526,139.5
EK202310235374,132.05
EK202310156223,156.5
EK202310151269,143.65
EK202310150741,138.35
EK202310225372,142.6
EK202310133344,138.65
EK202310127071,131.75
EK202310152237,148.45
EK202310244229,144.15
EK202310167190,147.5
EK202310154488,152.1
EK202310211108,133.65
EK202310114416,154.55
EK202310222978,160.35
EK202310187337,173.5
EK202310195712,170.95
EK202310176238,161.85
EK202310204719,139.4
EK202310184298,148.05
EK202310215525,150.0
EK202310154861,128.4
EK202310200739,125.6
EK202310242424,132.9
EK202310247300,141.0
EK202310116475,147.95
EK202310225458,135.6
EK202310126918,135.4
EK202310185579,141.55
EK202310241455,144.25
EK202310209465,139.15
EK202310142842,140.55
EK202310185122,146.25
EK202310223530,141.85
EK202310188514,129.9
EK202310171731,137.6
EK202310130376,172.7
EK202310222189,123.95
EK202310106430,144.7
EK202310127369,141.2
EK202310236443,130.3
EK202310182405,163.0
EK202310210187,125.9
EK202310116888,144.2
EK202310173132,156.4
EK202310108743,150.95
EK202310125006,136.4
EK202310213574,128.15
EK202310165356,136.85
EK202310149418,158.4
EK202310198882,124.8
EK202310231320,132.9
EK202310205653,138.3
EK202310198599,142.45
EK202310199963,129.0
EK202310173699,144.6
EK202310245726,129.3
EK202320006040,174.6
EK202310154743,140.3
EK202310188160,151.15
EK202310214367,167.9
EK202310103702,123.1
EK202310127965,132.2
EK202310203245,158.95
EK202310139888,124.05
EK202310108972,138.8
EK202310004612,125.0
EK202310143552,139.75
EK202310120024,148.7
EK202310221518,131.85
EK202310180966,167.65
EK202310193489,140.0
EK202310117005,144.9
EK202310213271,156.9
EK202310120394,135.8
EK202310183259,152.25
EK202310125697,142.45
EK202310110553,133.5
EK202310150138,130.0
EK202310169349,134.7
EK202310224959,144.65
EK202310003872,144.7
EK202310189922,171.05
EK202310196746,157.9
EK202310189397,133.8
EK202310154076,165.9
EK202310003409,122.35
EK202310132461,145.25
EK202310114430,140.8
EK202310207939,130.7
EK202310219274,125.9
EK202310226342,146.75
EK202310127397,140.75
EK202310237125,136.5
EK202310214068,172.8
EK202310184942,151.75
EK202310113334,123.95
EK202310121808,138.05
EK202310134472,128.95
EK202310213189,138.55
EK202310200986,133.1
EK202310183319,152.5
EK202310138451,146.85
EK202310134480,135.4
EK202310248001,137.8
EK202310215511,142.4
EK202310148692,163.95
EK202310003356,126.15
EK202310186363,136.85
EK202310117649,132.65
EK202310107222,107.75
EK202310140103,126.5
EK202310162055,164.9
EK202310160543,159.15
EK202310104526,136.95
EK202310111072,143.25
EK202310144115,132.7
EK202310227753,160.55
EK202310168401,151.65
EK202310225278,145.25
EK202310121727,127.4
EK202310209068,153.3
EK202310117324,142.95
EK202310119649,156.25
EK202310154151,130.6
EK202310235668,129.75
EK202310197052,139.65
EK202310133218,164.8
EK202310228623,126.75
EK202310236771,133.05
EK202320007756,150.6
EK202310123680,124.9
EK202310153796,156.1
EK202310184256,187.2
EK202310189360,177.35
EK202310169170,161.8
EK202310238568,158.6
EK202310147463,144.4
EK202310246348,133.4
EK202310146645,144.45
EK202310112043,114.85
EK202310126693,139.85
EK202310105633,133.05
EK202310108187,136.95
EK202310142659,143.55
EK202310154109,170.4
EK202310187961,167.95
EK202310138151,134.1
EK202310145768,135.65
EK202310204437,144.85
EK202310234444,124.45
EK202310146920,135.7
EK202310191972,136.75
EK202310135664,154.0
EK202310136647,157.15
EK202310149136,144.8
EK202310004755,132.2
EK202310003806,140.05
EK202320005862,133.6
EK202310238222,134.0
EK202310165638,151.45
EK202310195278,153.4
EK202310191050,149.45
EK202310165081,175.7
EK202310141108,133.6
EK202310225501,137.6
EK202310190006,193.25
EK202310232901,172.85
EK202310183145,134.15
EK202310133834,180.0
EK202310111865,140.95
EK202310233162,137.35
EK202310144096,125.0
EK202310241460,146.25
EK202310148061,142.55
EK202310123096,130.25
EK202310168745,131.75
EK202310232533,137.35
EK202310238139,143.1
EK202310107671,136.2
EK202310003635,138.45
EK202310160939,133.7
EK202310165138,142.6
EK202310177363,152.55
EK202310140380,149.5
EK202310127640,139.25
EK202310145483,150.35
EK202310144142,125.0
EK202310182466,161.7
EK202310134774,125.75
EK202310239504,141.0
EK202310179694,132.0
EK202310105818,127.15
EK202310206801,138.25
EK202310133427,148.4
EK202310172349,132.45
EK202310144166,130.95
EK202310118960,145.25
EK202310199115,147.7
EK202310213777,154.3
EK202310232118,134.55
EK202310204757,138.15
EK202310241858,145.65
EK202310204589,167.35
EK202310224131,144.6
EK202310160384,152.8
EK202310158733,134.1
EK202310139320,123.35
EK202310186373,148.7
EK202310207408,140.2
EK202310202032,131.5
EK202310191726,144.75
EK202310237659,143.8
EK202310202929,158.15
EK202310138221,137.55
EK202310213944,137.75
EK202310217592,135.4
EK202310156873,137.15
EK202310154026,120.95
EK202310227896,142.95
EK202310165724,157.35
EK202310160534,143.65
EK202310238733,149.3
EK202310187242,155.25
EK202310160829,145.95
EK202310160276,131.15
EK202310137939,128.25
EK202310200291,142.1
EK202310238138,127.85
EK202310217144,168.65
EK202310196491,138.55
EK202320006298,136.0
EK202310228178,137.55
EK202310138802,140.85
EK202310240713,133.5
EK202310175243,143.35
EK202310207967,136.65
EK202310107352,129.35
EK202310211309,126.85
EK202310131783,158.75
EK202310166826,138.35
EK202310112512,131.7
EK202310153955,165.1
EK202310223762,130.85
EK202310220803,131.7
EK202310191806,137.0
EK202310139794,136.7
EK202310004495,135.95
EK202310165321,139.1
EK202310152644,130.4
EK202310107844,143.1
EK202310224636,148.2
EK202310182912,144.45
EK202310227725,130.35
EK202310129401,147.95
EK202310132710,157.7
EK202310167591,153.75
EK202310209362,134.05
EK202310191553,144.25
EK202310191129,153.15
EK202310229273,134.45
EK202310177141,142.05
EK202310210987,135.6
EK202310246808,117.8
EK202310186424,130.85
EK202310243671,155.1
EK202310157978,118.45
EK202310141176,134.6
EK202310166632,153.0
EK202310188518,136.45
EK202310176726,144.15
EK202310232858,179.85
EK202310203103,139.55
EK202310172581,140.9
EK202310129669,143.65
EK202310149026,149.25
EK202310151271,130.7
EK202310164311,131.55
EK202310193156,187.75
EK202310183315,146.5
EK202310129742,167.05
EK202310244163,137.3
EK202310162820,135.75
EK202310158627,148.4
EK202310195793,138.9
EK202310243898,163.65
EK202310211036,134.05
EK202310231066,133.5
EK202310188792,161.35
EK202310181166,148.75
EK202310240476,132.65
EK202310197771,185.55
EK202310141037,145.5
EK202310204780,147.6
EK202310191058,147.85
EK202310173228,146.5
EK202310197491,149.75
EK202310156720,152.45
EK202310244219,148.35
EK202310119128,147.15
EK202310241327,168.95
EK202310152238,146.55
EK202310179839,115.9
EK202310238196,141.25
EK202310153091,187.55
EK202320006753,162.7
EK202310123570,135.55
EK202310163341,136.5
EK202310162440,169.05
EK202310151053,137.0
EK202310188188,153.35
EK202310127289,140.45
EK202310248374,128.55
EK202310167393,140.25
EK202310192930,142.25
EK202310113187,159.65
EK202310174516,136.9
EK202310187588,130.35
EK202320007750,141.1
EK202310189741,173.65
EK202310174859,142.8
EK202310195086,164.9
EK202310183873,175.7
EK202310171631,153.35
EK202310123283,132.75
EK202320006306,169.05
EK202310139834,128.8
EK202310239785,132.8
EK202310153276,153.7
EK202310180328,163.5
EK202310207645,145.0
EK202310130192,175.65
EK202310154977,136.95
EK202310139793,131.2
EK202310243107,143.15
EK202310209482,148.5
EK202310241115,129.15
EK202310214880,125.0
EK202310240253,145.95
EK202310226088,152.0
EK202320006633,187.65
EK202310245104,149.8
EK202310112870,136.3
EK202310161734,168.85
EK202310225927,124.15
EK202310145336,154.75
EK202310137212,111.15
EK202310190306,145.0
EK202310172851,152.45
EK202310231101,135.15
EK202310212990,126.9
EK202310122658,132.1
EK202310176278,160.8
EK202310200882,138.65
EK202310152325,141.75
EK202310151272,160.55
EK202310194215,159.9
EK202310185678,160.85
EK202310243281,141.75
EK202310120514,124.6
EK202310126433,125.85
EK202310122944,119.35
EK202310236394,129.7
EK202310218087,138.8
EK202310151593,150.5
EK202310110201,137.85
EK202310131708,143.9
EK202310111333,126.05
EK202310183969,162.85
EK202310161113,177.15
EK202310184302,152.95
EK202310152148,134.0
EK202310236146,123.15
EK202310229823,144.55
EK202310133950,145.15
EK202310176959,147.3
EK202310003859,155.3
EK202310185070,148.0
EK202310004826,135.9
EK202310192593,136.05
EK202310212457,124.25
EK202310133750,132.2
EK202320007484,154.35
EK202310190675,144.75
EK202310129882,141.1
EK202310216142,125.85
EK202310197446,138.95
EK202310243332,144.6
EK202310139113,161.35
EK202320007314,143.9
EK202310192244,162.75
EK202310209792,136.6
EK202310218921,124.1
EK202310128700,124.9
EK202310219548,132.25
EK202310230864,145.5
EK202310141941,145.5
EK202310206423,143.05
EK202310188250,139.3
EK202310180278,127.1
EK202310123620,142.95
EK202310180928,137.95
EK202310148298,135.65
EK202310124265,130.85
EK202310125883,139.9
EK202310128123,129.65
EK202310234185,121.65
EK202310141809,149.55
EK202310125724,145.25
EK202320006085,152.5
EK202310232099,142.85
EK202310193331,135.15
EK202310205400,146.4
EK202310160975,127.75
EK202310203863,139.25
EK202310126413,131.7
EK202310118450,140.65
EK202310133563,135.7
EK202310239448,124.45
EK202310114694,148.65
EK202310158288,189.25
EK202310122422,128.2
EK202310235320,141.4
EK202310201960,126.05
EK202310194645,163.05
EK202310214962,171.6
EK202310247868,166.5
EK202310126826,138.2
EK202310120690,156.15
EK202320006557,154.85
EK202310224482,122.3
EK202310188666,126.4
EK202310167967,141.4
EK202310240200,147.6
EK202310183867,163.85
EK202310195682,128.25
EK202310108034,158.15
EK202310143324,126.15
EK202310139977,146.7
EK202310134578,132.35
EK202310003485,129.25
EK202310127332,150.6
EK202310195959,127.6
EK202310173389,135.95
EK202310120326,135.85
EK202310228101,134.4
EK202310194577,137.65
EK202310230845,138.1
EK202310144430,133.0
EK202310155784,127.3
EK202310160254,167.25
EK202310118458,149.0
EK202310134107,164.85
EK202310247672,176.45
EK202310233715,139.7
EK202310192802,161.85
EK202310226073,133.55
EK202310112128,164.5
EK202310214142,166.35
EK202310205070,164.05
EK202310191656,134.65
EK202310108700,150.25
EK202310121333,154.75
EK202310153942,128.65
EK202310228151,136.2
EK202310185062,128.15
EK202310133213,135.5
EK202310242233,139.85
EK202310143796,137.6
EK202310202444,134.4
EK202310166800,158.0
EK202310191020,139.75
EK202310122069,127.8
EK202310221793,157.6
EK202310235848,146.55
EK202310205016,136.4
EK202310119021,167.45
EK202310222995,169.1
EK202310114479,142.2
EK202310182453,163.75
EK202310143133,130.65
EK202310175194,131.1
EK202310144671,147.0
EK202310245023,141.15
EK202310144979,158.4
EK202310235216,118.2
EK202310247586,132.85
EK202310105223,139.35
EK202310163741,155.3
EK202310141732,149.5
EK202310142505,141.95
EK202310131799,146.65
EK202310209090,154.9
EK202310159139,152.6
EK202310214093,137.55
EK202310199515,135.9
EK202310228095,143.2
EK202310173578,149.05
EK202310170010,161.3
EK202310164861,145.0
EK202310167580,151.1
EK202310225936,121.65
EK202310147008,143.95
EK202310187537,161.9
EK202310170479,151.7
EK202310238268,137.7
EK202310231268,126.95
EK202310167280,142.3
EK202310203266,132.05
EK202310179810,132.35
EK202310107445,170.2
EK202310107969,152.3
EK202310127481,135.35
EK202310180706,123.25
EK202310125230,129.95
EK202310127751,138.45
EK202310172588,140.7
EK202310202984,177.4
EK202310104212,131.55
EK202310106923,137.85
EK202310147971,147.95
EK202310243146,122.5
EK202310171023,155.55
EK202310109775,135.1
EK202310205700,150.9
EK202310143997,140.35
EK202310132126,134.65
EK202310127316,150.15
EK202310107147,138.45
EK202310151185,148.2
EK202310228200,138.05
EK202310117856,160.25
EK202320005717,152.7
EK202310129616,163.4
EK202310232791,148.45
EK202310243834,136.55
EK202310246208,147.3
EK202310160233,166.25
EK202310149219,141.6
EK202310108589,141.6
EK202310204725,148.35
EK202310243502,137.75
EK202310114320,127.4
EK202310202291,133.75
EK202310237771,141.75
EK202310216760,135.8
EK202310244222,133.75
EK202310113733,140.35
